,Title Key,Title Code,Campus Code,Business Unit,Primary Title,Title Grade,Title Name,TUC,Title
0,00542130,005421,30,DVCMP,DIETITIAN,PD,DIETITIAN PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005421&campus=30
1,00542131,005421,31,DVMED,DIETITIAN,PD,DIETITIAN PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005421&campus=31
2,00542190,005421,90,IRCMP,DIETITIAN,PD,DIETITIAN PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005421&campus=90
3,00542191,005421,91,IRMED,DIETITIAN,PD,DIETITIAN PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005421&campus=91
4,00542140,005421,40,LACMP,DIETITIAN,PD,DIETITIAN PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005421&campus=40
5,00542141,005421,41,LAMED,DIETITIAN,PD,DIETITIAN PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005421&campus=41
6,00542160,005421,60,SDCMP,DIETITIAN,PD,DIETITIAN PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005421&campus=60
7,00542161,005421,61,SDMED,DIETITIAN,PD,DIETITIAN PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005421&campus=61
8,00542120,005421,20,SFCMP,DIETITIAN,PD,DIETITIAN PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005421&campus=20
9,00542121,005421,21,SFMED,DIETITIAN,PD,DIETITIAN PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005421&campus=21
10,00542430,005424,30,DVCMP,DIETITIAN,SR,DIETITIAN SR,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005424&campus=30
11,00542431,005424,31,DVMED,DIETITIAN,SR,DIETITIAN SR,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005424&campus=31
12,00542490,005424,90,IRCMP,DIETITIAN,SR,DIETITIAN SR,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005424&campus=90
13,00542491,005424,91,IRMED,DIETITIAN,SR,DIETITIAN SR,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005424&campus=91
14,00542440,005424,40,LACMP,DIETITIAN,SR,DIETITIAN SR,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005424&campus=40
15,00542441,005424,41,LAMED,DIETITIAN,SR,DIETITIAN SR,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005424&campus=41
16,00542460,005424,60,SDCMP,DIETITIAN,SR,DIETITIAN SR,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005424&campus=60
17,00542461,005424,61,SDMED,DIETITIAN,SR,DIETITIAN SR,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005424&campus=61
18,00542420,005424,20,SFCMP,DIETITIAN,SR,DIETITIAN SR,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005424&campus=20
19,00542421,005424,21,SFMED,DIETITIAN,SR,DIETITIAN SR,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005424&campus=21
20,00542630,005426,30,DVCMP,DIETITIAN,2,DIETITIAN 2,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005426&campus=30
21,00542631,005426,31,DVMED,DIETITIAN,2,DIETITIAN 2,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005426&campus=31
22,00542690,005426,90,IRCMP,DIETITIAN,2,DIETITIAN 2,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005426&campus=90
23,00542691,005426,91,IRMED,DIETITIAN,2,DIETITIAN 2,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005426&campus=91
24,00542640,005426,40,LACMP,DIETITIAN,2,DIETITIAN 2,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005426&campus=40
25,00542641,005426,41,LAMED,DIETITIAN,2,DIETITIAN 2,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005426&campus=41
26,00542660,005426,60,SDCMP,DIETITIAN,2,DIETITIAN 2,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005426&campus=60
27,00542661,005426,61,SDMED,DIETITIAN,2,DIETITIAN 2,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005426&campus=61
28,00542620,005426,20,SFCMP,DIETITIAN,2,DIETITIAN 2,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005426&campus=20
29,00542621,005426,21,SFMED,DIETITIAN,2,DIETITIAN 2,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=005426&campus=21
30,00711420,007114,20,SFCMP,RECR THER,3 EX,RECR THER 3 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007114&campus=20
31,00711421,007114,21,SFMED,RECR THER,3 EX,RECR THER 3 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007114&campus=21
32,00711720,007117,20,SFCMP,RECR THER,3 PD,RECR THER 3 PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007117&campus=20
33,00711721,007117,21,SFMED,RECR THER,3 PD,RECR THER 3 PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007117&campus=21
34,00712120,007121,20,SFCMP,RECR THER,2 PD,RECR THER 2 PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007121&campus=20
35,00712121,007121,21,SFMED,RECR THER,2 PD,RECR THER 2 PD,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007121&campus=21
36,00719041,007190,41,LAMED,CASE MGR,SR,CASE MGR SR,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007190&campus=41
37,00786630,007866,30,DVCMP,AUDIOLOGIST,SR EX,AUDIOLOGIST SR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007866&campus=30
38,00786631,007866,31,DVMED,AUDIOLOGIST,SR EX,AUDIOLOGIST SR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007866&campus=31
39,00786690,007866,90,IRCMP,AUDIOLOGIST,SR EX,AUDIOLOGIST SR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007866&campus=90
40,00786640,007866,40,LACMP,AUDIOLOGIST,SR EX,AUDIOLOGIST SR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007866&campus=40
41,00786641,007866,41,LAMED,AUDIOLOGIST,SR EX,AUDIOLOGIST SR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007866&campus=41
42,00786660,007866,60,SDCMP,AUDIOLOGIST,SR EX,AUDIOLOGIST SR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007866&campus=60
43,00786661,007866,61,SDMED,AUDIOLOGIST,SR EX,AUDIOLOGIST SR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007866&campus=61
44,00786620,007866,20,SFCMP,AUDIOLOGIST,SR EX,AUDIOLOGIST SR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007866&campus=20
45,00786621,007866,21,SFMED,AUDIOLOGIST,SR EX,AUDIOLOGIST SR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007866&campus=21
46,00786790,007867,90,IRCMP,AUDIOLOGIST,EX,AUDIOLOGIST EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007867&campus=90
47,00786740,007867,40,LACMP,AUDIOLOGIST,EX,AUDIOLOGIST EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007867&campus=40
48,00786741,007867,41,LAMED,AUDIOLOGIST,EX,AUDIOLOGIST EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007867&campus=41
49,00786760,007867,60,SDCMP,AUDIOLOGIST,EX,AUDIOLOGIST EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007867&campus=60
50,00786761,007867,61,SDMED,AUDIOLOGIST,EX,AUDIOLOGIST EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007867&campus=61
51,00786720,007867,20,SFCMP,AUDIOLOGIST,EX,AUDIOLOGIST EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007867&campus=20
52,00786721,007867,21,SFMED,AUDIOLOGIST,EX,AUDIOLOGIST EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007867&campus=21
53,00786890,007868,90,IRCMP,AUDIOLOGIST,SR NEX,AUDIOLOGIST SR NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007868&campus=90
54,00786891,007868,91,IRMED,AUDIOLOGIST,SR NEX,AUDIOLOGIST SR NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007868&campus=91
55,00786860,007868,60,SDCMP,AUDIOLOGIST,SR NEX,AUDIOLOGIST SR NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007868&campus=60
56,00786861,007868,61,SDMED,AUDIOLOGIST,SR NEX,AUDIOLOGIST SR NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007868&campus=61
57,00786930,007869,30,DVCMP,AUDIOLOGIST,NEX,AUDIOLOGIST NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007869&campus=30
58,00786931,007869,31,DVMED,AUDIOLOGIST,NEX,AUDIOLOGIST NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007869&campus=31
59,00786990,007869,90,IRCMP,AUDIOLOGIST,NEX,AUDIOLOGIST NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007869&campus=90
60,00786991,007869,91,IRMED,AUDIOLOGIST,NEX,AUDIOLOGIST NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007869&campus=91
61,00787090,007870,90,IRCMP,CASE MGR,EX,CASE MGR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007870&campus=90
62,00787091,007870,91,IRMED,CASE MGR,EX,CASE MGR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007870&campus=91
63,00787040,007870,40,LACMP,CASE MGR,EX,CASE MGR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007870&campus=40
64,00787041,007870,41,LAMED,CASE MGR,EX,CASE MGR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007870&campus=41
65,00787060,007870,60,SDCMP,CASE MGR,EX,CASE MGR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007870&campus=60
66,00787061,007870,61,SDMED,CASE MGR,EX,CASE MGR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007870&campus=61
67,00787020,007870,20,SFCMP,CASE MGR,EX,CASE MGR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007870&campus=20
68,00787021,007870,21,SFMED,CASE MGR,EX,CASE MGR EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007870&campus=21
69,00787130,007871,30,DVCMP,CASE MGR,NEX,CASE MGR NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007871&campus=30
70,00787131,007871,31,DVMED,CASE MGR,NEX,CASE MGR NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007871&campus=31
71,00787190,007871,90,IRCMP,CASE MGR,NEX,CASE MGR NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007871&campus=90
72,00787191,007871,91,IRMED,CASE MGR,NEX,CASE MGR NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007871&campus=91
73,00787220,007872,20,SFCMP,CHILD LIFE SPEC,2 EX,CHILD LIFE SPEC 2 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007872&campus=20
74,00787221,007872,21,SFMED,CHILD LIFE SPEC,2 EX,CHILD LIFE SPEC 2 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007872&campus=21
75,00787320,007873,20,SFCMP,CHILD LIFE SPEC,1 EX,CHILD LIFE SPEC 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007873&campus=20
76,00787321,007873,21,SFMED,CHILD LIFE SPEC,1 EX,CHILD LIFE SPEC 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007873&campus=21
77,00787430,007874,30,DVCMP,CHILD LIFE SPEC,2 NEX,CHILD LIFE SPEC 2 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007874&campus=30
78,00787431,007874,31,DVMED,CHILD LIFE SPEC,2 NEX,CHILD LIFE SPEC 2 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007874&campus=31
79,00787490,007874,90,IRCMP,CHILD LIFE SPEC,2 NEX,CHILD LIFE SPEC 2 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007874&campus=90
80,00787491,007874,91,IRMED,CHILD LIFE SPEC,2 NEX,CHILD LIFE SPEC 2 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007874&campus=91
81,00787440,007874,40,LACMP,CHILD LIFE SPEC,2 NEX,CHILD LIFE SPEC 2 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007874&campus=40
82,00787441,007874,41,LAMED,CHILD LIFE SPEC,2 NEX,CHILD LIFE SPEC 2 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007874&campus=41
83,00787530,007875,30,DVCMP,CHILD LIFE SPEC,1 NEX,CHILD LIFE SPEC 1 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007875&campus=30
84,00787531,007875,31,DVMED,CHILD LIFE SPEC,1 NEX,CHILD LIFE SPEC 1 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007875&campus=31
85,00787590,007875,90,IRCMP,CHILD LIFE SPEC,1 NEX,CHILD LIFE SPEC 1 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007875&campus=90
86,00787591,007875,91,IRMED,CHILD LIFE SPEC,1 NEX,CHILD LIFE SPEC 1 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007875&campus=91
87,00787540,007875,40,LACMP,CHILD LIFE SPEC,1 NEX,CHILD LIFE SPEC 1 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007875&campus=40
88,00787541,007875,41,LAMED,CHILD LIFE SPEC,1 NEX,CHILD LIFE SPEC 1 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007875&campus=41
89,00788610,007886,10,BKCMP,DIETITIAN,1 EX,DIETITIAN 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007886&campus=10
90,00788630,007886,30,DVCMP,DIETITIAN,1 EX,DIETITIAN 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007886&campus=30
91,00788631,007886,31,DVMED,DIETITIAN,1 EX,DIETITIAN 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007886&campus=31
92,00788690,007886,90,IRCMP,DIETITIAN,1 EX,DIETITIAN 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007886&campus=90
93,00788691,007886,91,IRMED,DIETITIAN,1 EX,DIETITIAN 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007886&campus=91
94,00788640,007886,40,LACMP,DIETITIAN,1 EX,DIETITIAN 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007886&campus=40
95,00788641,007886,41,LAMED,DIETITIAN,1 EX,DIETITIAN 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007886&campus=41
96,007886100,007886,100,MECMP,DIETITIAN,1 EX,DIETITIAN 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007886&campus=100
97,00788660,007886,60,SDCMP,DIETITIAN,1 EX,DIETITIAN 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007886&campus=60
98,00788661,007886,61,SDMED,DIETITIAN,1 EX,DIETITIAN 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007886&campus=61
99,00788620,007886,20,SFCMP,DIETITIAN,1 EX,DIETITIAN 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007886&campus=20
100,00788621,007886,21,SFMED,DIETITIAN,1 EX,DIETITIAN 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007886&campus=21
101,00788780,007887,80,SBCMP,DIETITIAN,1 NEX,DIETITIAN 1 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007887&campus=80
102,00789010,007890,10,BKCMP,CLIN SOCIAL WORKER,1 EX,CLIN SOCIAL WORKER 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007890&campus=10
103,00789090,007890,90,IRCMP,CLIN SOCIAL WORKER,1 EX,CLIN SOCIAL WORKER 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007890&campus=90
104,00789091,007890,91,IRMED,CLIN SOCIAL WORKER,1 EX,CLIN SOCIAL WORKER 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007890&campus=91
105,00789040,007890,40,LACMP,CLIN SOCIAL WORKER,1 EX,CLIN SOCIAL WORKER 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007890&campus=40
106,00789041,007890,41,LAMED,CLIN SOCIAL WORKER,1 EX,CLIN SOCIAL WORKER 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007890&campus=41
107,00789080,007890,80,SBCMP,CLIN SOCIAL WORKER,1 EX,CLIN SOCIAL WORKER 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007890&campus=80
108,00789020,007890,20,SFCMP,CLIN SOCIAL WORKER,1 EX,CLIN SOCIAL WORKER 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007890&campus=20
109,00789021,007890,21,SFMED,CLIN SOCIAL WORKER,1 EX,CLIN SOCIAL WORKER 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007890&campus=21
110,00789160,007891,60,SDCMP,CLIN SOCIAL WORKER,1 NEX,CLIN SOCIAL WORKER 1 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007891&campus=60
111,00789161,007891,61,SDMED,CLIN SOCIAL WORKER,1 NEX,CLIN SOCIAL WORKER 1 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007891&campus=61
112,00789430,007894,30,DVCMP,GENETIC CNSLR,3 EX,GENETIC CNSLR 3 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007894&campus=30
113,00789431,007894,31,DVMED,GENETIC CNSLR,3 EX,GENETIC CNSLR 3 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007894&campus=31
114,00789490,007894,90,IRCMP,GENETIC CNSLR,3 EX,GENETIC CNSLR 3 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007894&campus=90
115,00789491,007894,91,IRMED,GENETIC CNSLR,3 EX,GENETIC CNSLR 3 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007894&campus=91
116,00789460,007894,60,SDCMP,GENETIC CNSLR,3 EX,GENETIC CNSLR 3 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007894&campus=60
117,00789461,007894,61,SDMED,GENETIC CNSLR,3 EX,GENETIC CNSLR 3 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007894&campus=61
118,00789420,007894,20,SFCMP,GENETIC CNSLR,3 EX,GENETIC CNSLR 3 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007894&campus=20
119,00789421,007894,21,SFMED,GENETIC CNSLR,3 EX,GENETIC CNSLR 3 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007894&campus=21
120,00789590,007895,90,IRCMP,GENETIC CNSLR,2 EX,GENETIC CNSLR 2 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007895&campus=90
121,00789591,007895,91,IRMED,GENETIC CNSLR,2 EX,GENETIC CNSLR 2 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007895&campus=91
122,00789560,007895,60,SDCMP,GENETIC CNSLR,2 EX,GENETIC CNSLR 2 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007895&campus=60
123,00789561,007895,61,SDMED,GENETIC CNSLR,2 EX,GENETIC CNSLR 2 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007895&campus=61
124,00789520,007895,20,SFCMP,GENETIC CNSLR,2 EX,GENETIC CNSLR 2 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007895&campus=20
125,00789521,007895,21,SFMED,GENETIC CNSLR,2 EX,GENETIC CNSLR 2 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007895&campus=21
126,00789690,007896,90,IRCMP,GENETIC CNSLR,1 EX,GENETIC CNSLR 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007896&campus=90
127,00789691,007896,91,IRMED,GENETIC CNSLR,1 EX,GENETIC CNSLR 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007896&campus=91
128,00789620,007896,20,SFCMP,GENETIC CNSLR,1 EX,GENETIC CNSLR 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007896&campus=20
129,00789621,007896,21,SFMED,GENETIC CNSLR,1 EX,GENETIC CNSLR 1 EX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007896&campus=21
130,00789740,007897,40,LACMP,GENETIC CNSLR,3 NEX,GENETIC CNSLR 3 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007897&campus=40
131,00789741,007897,41,LAMED,GENETIC CNSLR,3 NEX,GENETIC CNSLR 3 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007897&campus=41
132,00789830,007898,30,DVCMP,GENETIC CNSLR,2 NEX,GENETIC CNSLR 2 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007898&campus=30
133,00789831,007898,31,DVMED,GENETIC CNSLR,2 NEX,GENETIC CNSLR 2 NEX,HX,https://tcs.ucop.edu/tcs/jsp/nonAcademicTitlesDetail.htm?tabId=&titleCode=007898&campus=31
